Species,Mantis,date,Trial,Phylo,calibration,Food,lights,Notes,Machine Learning,Digitized,Frames to Extract (if necessary),Extracted,R notes,Ecomorph,Coxa_length,Femur_Length,Tibia_length,Body_length,PP_dist_cm_st,PP_dist_cm_at,PP_dist_cm_ttpc,PP_angle_st,PP_angle_at,PP_angle_ttpc,BD_dist_cm,BD_veloc_cm/s,Percent_lunge,Percent Arm,Coxa_angle,Coxa_AV,Coxa_dist,Coxa_LV,Femur_angle,Femur_AV,Femur_dist,Femur_LV,Tibia_angle,Tibia_AV_min,TIB_AV_max,Tibia_dist,Tibia_LV_min,Tibia_LV_max,Tibia_expansion,Tibia_expansion_velocity_min,Tibia_expansion_velocity_max,TTPC Approach,TTPC Sweep,Approach Time,TTP_COA,TTP_COD,TTP_FEA,TTP_FED,TTP_TIBA,TTP_TIBD,TTP_TIBE,AT_COA,AT_FEA,AT_TIBA,AT_MxCOAV,AT_MxFEAV,AT_MxTIBAV,AT_MnTIBAV,ST_MxCOAV,ST_MxFEAV,ST_MxTIBAV,ST_Mn_TIBAV,CF_lateral_disp,FT_lateral_disp,tib_lateral_disp,B_Tibia_angle,TTP_B.TIBA,TIB SYNC,BD_app,BD_Swp,PPD_m_app,PPD_m_swp,IJC.cf.mn,IJC.cf.sd,IJC.cf.sl,IJC.cf.R2,IJC.ct.mn,IJC.ct.sd,IJC.ct.sl,IJC.ct.R2,IJC.ft.mn,IJC.ft.sd,IJC.ft.sl,IJC.ft.R2,Coxa start,Femur start,Tib start,Max. Volume
Pseudocreobotra wahlbergii,PW012,9/9/22,7,Pseudocreobotra_occellata_MN017,Lego_cal_15_point.csv,Blue bottle,"IR, Spotlight on",,manual,yes,135 - 180,,complete,Flower,1.260965462,1.3850356,0.952311203,0.520676002,2.079065027,1.929806462,1.678457096,121.9694649,121.830142,116.606539,0.427439615,33.44283814,20.23945076,157.4767446,50.35104886,3827.687146,0.651888742,56.13203317,131.6611171,10275.12107,2.281082526,202.9813998,111.9171478,-12859.71105,7742.374459,1.7219464,-209.7258336,136.0035754,2.585704278,-202.4819633,239.9076536,0.017,0.011,0.006,0.023,0.023,0.024,0.023,0.016,0.017,0.019,12.0450251,13.04506159,57.08007393,2109.972739,2864.993112,6557.505937,3422.085549,3827.687146,10275.12107,7742.374459,-12859.71105,0.545723302,1.534734556,1.774108048,107.6355218,0.015,1.166666667,0.10347285,0.451908846,-0.149258565,0.29901662,1.71E-15,12.61372686,2.93158221,0.939651076,3.35E-15,38.29009684,-0.002613486,1.34E-06,-2.43E-15,37.98574526,-0.093840658,0.015835285,101.1171384,22.03765305,41.95323457,0.810915668
Pseudocreobotra wahlbergii,PW05,1/1/23,1,Pseudocreobotra_occellata_MN017,Lego_cal_15_point.csv,Blue bottle,"IR, Spotlight on",,manual,yes,200 -  250,,complete,Flower,1.140051758,1.433541463,0.91131198,0.804549189,2.894507588,2.770940553,2.268746414,129.8796112,131.0897158,119.075095,1.148264846,46.84732678,38.30499778,114.747251,69.8424679,5577.663145,0.949726449,87.53136663,112.6433839,7968.667825,1.984404167,137.0368125,92.14298692,-10473.85039,8271.27897,1.328993038,-204.4681266,142.1526166,2.851679173,-200.7418094,211.1669303,0.032,0.021,0.011,0.031,0.018,0.029,0.018,0.024,0.019,0.02,22.36795849,9.787078578,37.37111128,4138.980271,4180.877586,8271.27897,-1764.119447,5577.663145,7968.667825,8250.158859,-10473.85039,0.473807136,1.848603999,1.428011936,97.88585115,0.023,1,0.335713966,0.730751087,-0.123567035,-0.485006026,1.36E-15,15.25656466,1.700511984,0.88162337,-5.33E-16,14.42349665,1.208911718,0.808110413,7.45E-17,20.64932417,0.578373947,0.606701785,71.15944789,24.04277934,42.70831322,0.606386915
Pseudocreobotra wahlbergii,PW05,1/1/23,2,Pseudocreobotra_occellata_MN017,Lego_cal_15_point.csv,Blue bottle,"IR, Spotlight on",,manual,yes,50 - 95,,complete,Flower,1.099128392,1.325392723,0.888588695,0.739568764,2.850819802,2.773931907,2.088954009,129.5116994,128.013829,119.6842099,1.018952501,64.43264542,35.66542444,120.7006219,79.33144152,4377.033747,1.245212868,70.34311863,118.9591262,8375.648232,2.123591196,167.4641063,115.4627629,-14596.55803,7812.193535,1.73419274,-199.6097456,123.9045951,2.862602433,-200.2740511,195.1131727,0.025,0.018,0.007,0.025,0.025,0.027,0.025,0.02,0.019,0.021,20.03110749,7.815999292,36.3424332,4167.961398,3808.484396,7765.446307,-235.5187971,4377.033747,8375.648232,7812.193535,-14596.55803,0.568950125,1.650615878,1.488845331,108.2937196,0.019,1,NA,1.434035079,-0.076887896,-0.884995158,-4.82E-16,10.75195169,1.734294301,0.940000028,-2.76E-15,39.41160729,0.315182374,0.03708262,-6.58E-16,40.15427331,0.019422349,0.000450576,64.4937577,34.61663985,39.58738878,0.523866973
Pseudocreobotra wahlbergii,PW05,1/1/23,3,Pseudocreobotra_occellata_MN017,Lego_cal_15_point.csv,Blue bottle,"IR, Spotlight on",really good video!,manual,yes,70 - 115,,complete,Flower,1.198997735,1.288145065,0.824305462,0.636758338,2.112144617,2.006326707,1.709724027,147.365544,146.153154,139.8653364,0.406672654,60.52172647,18.98575407,112.7285116,58.4211691,3975.873676,0.993732331,60.36520929,111.7789297,6047.988178,2.195511122,135.2025306,89.18721207,-7756.90331,6991.618498,1.544753562,-131.4186463,122.1617298,2.625943206,-117.4889665,154.1827156,0.013,0.008,0.005,0.029,0.024,0.026,0.024,0.018,0.017,0.02,13.10559149,10.98372516,29.77209882,2993.38696,3335.230973,6991.618498,50.8045879,3975.873676,6047.988178,6991.618498,-7756.90331,0.562683227,1.533185692,1.490435327,107.7897117,0.018,1.05,0.104353589,1.123040921,-0.105817909,-0.167439266,1.38E-15,12.86225393,1.989570303,0.904585951,1.24E-15,25.27386732,0.607411184,0.186239522,8.48E-16,27.38281571,0.142360866,0.044766822,81.05074884,29.41474434,43.88077092,0.578741154
Pseudocreobotra wahlbergii,PW05,1/3/23,4,Pseudocreobotra_occellata_MN017,Lego_cal_15_point.csv,Blue bottle,"IR, Spotlight on",,manual,yes,130 - 190,,complete,Flower,1.106212947,1.499030199,0.994245948,0.597873327,2.271636916,2.293593758,1.971051897,126.1652836,121.0836702,107.520582,0.728567609,31.56919038,32.03415113,126.5582928,68.81105438,3402.052174,0.786638182,40.26396552,99.83050428,5659.109699,1.582204178,96.13458194,118.4261091,-8109.882325,6338.791893,1.942272936,-113.6754788,131.9731867,2.256793841,-89.57485545,118.7340152,0.038,0.022,0.016,0.036,0.035,0.039,0.035,0.027,0.025,0.032,46.01326045,8.82647819,76.45729182,3402.052174,2438.709853,6338.791893,-867.443359,1464.49759,5659.109699,5633.115825,-8109.882325,0.530086703,1.569412347,1.775113386,139.6065298,0.027,1,0.135303635,0.979408359,0.021956842,-0.726617188,-1.54E-15,18.73350507,1.632383657,0.777021517,4.33E-15,38.43022806,0.608324592,0.103137028,-2.66E-15,40.45514994,0.080111875,0.006134075,39.85082362,15.46471191,22.50386373,0.662175277
Pseudocreobotra wahlbergii,PW05,1/3/23,5,Pseudocreobotra_occellata_MN017,Lego_cal_15_point.csv,Blue bottle,"IR, Spotlight on",,manual,yes,100 - 150,,complete,Flower,1.191123531,1.506606597,0.957943735,0.945930572,3.387303108,3.3382058,2.760102749,132.8059456,128.4861633,121.2803109,0.846666596,71.37525215,24.90774545,96.87325448,75.97789305,4896.311289,1.196958244,70.39528208,125.993134,7162.35225,2.092327324,123.966374,113.6433024,-11416.74627,6764.499725,1.874875784,-187.1450189,147.163845,2.693223457,-195.6573653,166.2807212,0.02,0.014,0.006,0.027,0.022,0.029,0.022,0.02,0.018,0.021,25.0158181,11.49774022,46.18234576,4896.311289,4137.239653,6764.499725,1580.376309,4896.311289,7162.35225,6391.519393,-11416.74627,0.350099867,1.294527954,1.321723408,108.2977685,0.021,0.956521739,0.117150609,1.548971723,-0.049097308,-1.285485924,4.50E-17,13.98704855,1.77908151,0.908907114,-3.35E-15,40.94459524,0.135004986,0.006660391,-3.91E-15,40.73859055,-0.114319638,0.016630832,60.27883239,15.88200761,30.83431861,0.540873176
Pseudocreobotra wahlbergii,PW010,1/3/23,3,Pseudocreobotra_occellata_MN017,Lego_cal_15_point.csv,Blue bottle,"IR, Spotlight on",,manual,yes,85 - 140,,complete,Flower,1.119419885,1.173555999,0.819465639,0.783208189,3.036111088,2.862127552,2.613732686,169.85208,169.5598823,152.8168789,0.477947372,19.37059446,15.688461,100.8965248,79.91394299,3018.507299,0.931484394,39.85043493,108.281702,7981.036425,1.832158419,134.3585694,112.625072,-7271.061876,5426.173932,1.428777624,-121.1454673,85.43211927,2.46377218,-129.2054049,159.9752781,0.035,0.014,0.021,0.037,0.036,0.039,0.036,0.028,0.032,0.036,52.33324186,10.65328566,91.12070995,3018.507299,2624.555491,5426.173932,-1884.700875,2483.561523,7981.036425,5102.995504,-7271.061876,0.484505433,1.72899596,1.979793582,111.8963276,0.031,1.208333333,0.234453643,0.415926941,-0.173983536,-1.44104774,3.62E-15,20.64905185,1.485426536,0.787619222,-2.38E-15,33.21255646,0.432144869,0.10819851,-6.01E-16,35.16438607,-0.013596818,0.00030007,77.17587051,26.20422309,50.86476943,0.757171854
Pseudocreobotra wahlbergii,PW010,1/3/23,4,Pseudocreobotra_occellata_MN017,Lego_cal_15_point.csv,Blue bottle,"IR, Spotlight on",,manual,yes,60 - 120,,complete,Flower,1.087957441,1.135686118,0.776975208,1.084896224,1.558112996,1.716031308,2.16435094,142.3173031,127.6293003,113.5815075,0.310550382,14.4108026,19.96006225,180.7906368,72.56058054,3331.107674,1.308971541,60.41695485,95.94691581,6432.489037,1.707562395,108.122657,131.7233693,-11840.86596,6710.657231,1.72139424,-163.4852131,107.0821255,2.076030465,-138.253091,153.1235855,0.032,0.017,0.015,0.034,0.032,0.036,0.032,0.023,0.023,0.027,42.33399113,7.917725026,107.4438358,3331.107674,1609.371131,6710.657231,-289.4451155,2104.427744,6432.489037,4181.912255,-11840.86596,0.742086734,1.812643602,2.181049362,93.66700369,0.025,0.961538462,0.113008089,0.262892055,0.157918311,0.454771904,1.34E-15,16.53859005,1.297887473,0.793253688,-5.66E-15,45.98030844,-0.378567047,0.040520497,-2.04E-16,41.26038669,-0.61540804,0.227393196,70.05292728,39.92984264,54.23555988,0.679139294
Pseudocreobotra wahlbergii,PW010,1/3/23,5,Pseudocreobotra_occellata_MN017,Lego_cal_15_point.csv,Blue bottle,"IR, Spotlight on",great video,manual,yes,20 - 60,,complete,Flower,1.029538523,1.302685868,0.891508221,0.716099476,2.66217598,2.537444946,1.832732113,139.5984468,146.0140172,144.170936,0.771382629,49.39641204,28.78735124,111.3283843,93.13524818,6600.365698,1.358678439,82.17364076,111.9962609,7433.411101,1.926178559,134.02742,118.7734184,-16135.53875,7002.308866,1.745206337,-252.9144196,119.5685705,2.583735903,-222.6661123,167.341002,0.023,0.017,0.006,0.024,0.023,0.026,0.023,0.017,0.017,0.019,32.31328069,9.01857096,71.17414829,6600.365698,2599.895088,7002.308866,-2003.195826,6600.365698,7433.411101,5413.935414,-16135.53875,0.573622542,1.569679328,1.553137228,104.8846534,0.018,0.909090909,0.057623929,0.96477708,-0.124731034,-0.964770653,-1.57E-15,16.95782283,1.212253371,0.845691382,4.30E-15,41.14364486,0.137144126,0.011775507,1.60E-15,40.26201326,-0.222115757,0.053673366,42.95829987,18.81903985,49.23774458,0.699951071
Phyllocrania paradoxa,PP-04,6/22/22,1,Phyllocrania_paradoxa_MN011,Lego calibration Frames 12 point update.csv,Blue bottle fly,"IR, Spotlight",fly touched mantis which prompted strike,manual,yes,300-350,,complete,Dead Leaf,1.130982894,1.592074807,0.891609834,1.667245103,1.264586465,1.214050288,1.23222645,130.9618459,128.4449092,135.3465561,0.365348012,30.75919945,27.47502076,173.6474996,94.22993311,5484.961941,1.837767829,96.12660767,100.966398,7463.80855,1.700417779,124.7715284,118.2035071,-11869.39194,8167.695348,1.851168772,-195.3234249,116.0055285,1.748133199,-83.01118662,128.794195,0.026,0.017,0.009,0.029,0.028,0.033,0.028,0.02,0.02,0.024,44.21240634,8.916573666,71.55160116,5484.961941,1921.518973,8167.695348,3052.828058,5280.955766,7463.80855,5687.647133,-11869.39194,0.456442789,1.328645147,1.399480517,94.73447419,0.023,0.884615385,0.036399903,0.598377007,-0.050536176,0.381140784,-9.00E-16,21.99927214,1.039060937,0.670976643,3.36E-15,39.29635451,0.143178227,0.011990187,3.73E-15,35.13970697,-0.472321362,0.209952864,12.51678235,4.985883771,28.85759917,0.782651575
Phyllocrania paradoxa,PP-02,7/5/22,1,Phyllocrania_paradoxa_MN011,Lego_cal__15_point.csv,Blue bottle fly,"IR, Spotlight","ghost slightly angled upwards in lateral, striked on hanging fly - wingbeats stimulated hunting instinct",manual,yes,105 - 170,yes,complete,Dead Leaf,1.158392006,1.632154494,0.721965609,2.157732311,2.479888592,2.406833593,2.279570422,120.1047734,117.2575549,116.3747524,0.49801061,44.57238005,20.18231168,112.30009,74.28347793,3689.125834,1.482022161,64.06034187,109.9108731,8544.480901,1.996346834,159.6529451,110.8459949,-11593.91424,6509.077452,1.433190808,-160.9770553,82.00962976,2.288161105,-127.6626925,161.3508574,0.033,0.01,0.023,0.039,0.044,0.04,0.044,0.029,0.034,0.04,32.44502965,8.152813517,84.43967479,1572.975855,2829.189252,6509.077452,-165.4607603,3689.125834,8544.480901,6499.87388,-11593.91424,0.322221805,0.897653082,0.976959326,99.10438702,0.03,0.96969697,0.340291582,0.491506331,-0.073054999,-0.427672957,-8.45E-17,15.16646342,1.387583462,0.858598165,3.46E-16,30.76465246,0.765368948,0.30985737,-7.01E-16,35.58811255,0.253927176,0.076483331,43.19968014,16.06808159,28.58706419,0.378140837
Phyllocrania paradoxa,PP-02,7/5/22,2,Phyllocrania_paradoxa_MN011,Lego_cal__15_point.csv,Blue bottle fly,"IR, Spotlight",,manual,yes,300 - 385,,complete,Dead Leaf,0.945053163,1.365846835,0.670395429,2.027386578,2.222266285,2.204692844,2.193469947,118.5213534,115.9189661,114.3258855,0.349426427,35.63511525,16.00561026,131.419021,83.65024459,3209.440227,1.469167887,61.6217512,118.8354537,7855.916813,2.236036404,151.6490252,105.707355,-10469.66914,5189.993296,1.275988082,-119.0077461,73.33179281,2.436465726,-133.9835104,145.6266401,0.061,0.014,0.047,0.066,0.067,0.067,0.067,0.056,0.059,0.063,41.35879113,11.00157634,69.3162003,1276.740668,2681.101377,4698.987163,-407.1626093,3507.734751,7855.916813,5189.993296,-10469.66914,0.509808094,1.445367698,1.03667305,84.77079987,0.056,1.666666667,0.22614925,0.444994094,-0.017573441,-0.593549751,-5.15E-16,15.726171,1.434593092,0.859988176,-9.16E-16,26.37052287,0.375638074,0.130259056,-1.16E-15,27.91448601,0.107295593,0.025432993,40.64170249,14.63596806,47.0985912,0.427761191
Phyllocrania paradoxa,PP-02,7/5/22,3,Phyllocrania_paradoxa_MN011,Lego_cal__15_point.csv,Blue bottle fly,"IR, Spotlight",,manual,yes,300 - 395,,complete,Dead Leaf,0.945767216,1.303735629,0.713427908,2.008991517,2.276700242,2.135190943,2.066467546,129.7119351,127.9427242,129.0157689,0.427800142,42.2729917,18.65444262,115.2142902,80.49087837,2700.430246,1.55546811,57.2086179,101.6862059,7105.21151,1.921817139,140.9991918,94.92222503,-10612.75425,5094.342919,1.236088097,-134.7338418,69.54534547,2.247105884,-134.421879,142.6803061,0.068,0.014,0.054,0.074,0.075,0.074,0.075,0.066,0.068,0.072,46.19641725,9.943930632,48.5746261,1054.146942,960.0447226,3749.46011,-150.48001,2700.430246,7105.21151,5094.342919,-10612.75425,0.551987511,1.095558756,1.1182742,94.13343761,0.064,1.166666667,0.205852778,0.4699532,-0.141509299,-0.655394583,-6.21E-16,15.22376587,1.112089811,0.747890694,-5.80E-16,16.45944841,1.021870643,0.681809087,-1.54E-15,22.35396007,0.618542967,0.413097229,44.87553775,16.53061345,35.91081844,0.461720655
Phyllocrania paradoxa,PP-02,7/5/22,4,Phyllocrania_paradoxa_MN011,Lego_cal__15_point.csv,Blue bottle fly,"IR, Spotlight",fly touched mantises head which prompted strike,manual,yes,30 - 100,,complete,Dead Leaf,1.205791301,1.510148989,0.823595671,1.736911073,0.518181439,0.518181439,0.531990223,171.1341665,171.1341665,168.2334599,0.093607821,5.305465141,17.9208886,313.2406268,106.4019111,3992.708725,1.78628298,75.36265041,35.59465471,1767.850654,0.886150435,38.03144419,81.56690813,-6435.245567,3067.396253,1.438686415,-91.87180476,54.71641218,1.108412996,-48.03695674,65.83733626,0.032,0.031,0.001,0.045,0.043,0.056,0.043,0.033,0.032,0.036,6.187883316,3.687007747,16.34260332,1203.661607,1158.57645,2396.74774,791.1981789,3992.708725,3052.532523,3067.396253,-6435.245567,0.902957463,1.763053663,1.911264041,98.61932079,0.033,1.025,-0.000285084,0.042395234,0,0.156785991,-4.68E-17,3.807288541,0.268491146,0.89737232,2.31E-15,25.73667226,0.143989817,0.052164102,-2.12E-15,26.42349203,0.066744562,0.000900383,18.67832583,17.34192849,41.560085,1.136222135
Phyllocrania paradoxa,PP-02,1/1/22,5,Phyllocrania_paradoxa_MN011,Lego_cal__15_point.csv,Blue bottle fly,"IR, Spotlight",,yes,yes,135  -245,,complete,Dead Leaf,1.053602009,1.475687453,0.705750617,1.505423843,1.770268357,1.532522945,1.307667074,90.71738102,89.23971588,80.28420045,0.534348353,50.37575625,30.15009112,107.5294966,58.23169629,1980.148937,1.004432725,29.61193154,9.942348159,3900.787182,0.26169195,70.29968786,88.70199487,-6261.065377,2980.831864,1.039398757,-71.87944435,36.5558727,1.607306829,-35.9454962,61.08240518,0.083,0.032,0.051,0.096,0.094,0.06,0.094,0.082,0.079,0.088,34.21332167,7.179156185,33.7460676,1980.148937,611.2784031,1931.35045,224.3196855,1400.155593,3900.787182,3037.61597,-6261.065377,0.615355252,1.368977378,1.156121472,82.05151373,0.081,2.371428571,0.149650015,0.605425198,-0.237745412,0.178570036,-1.51E-16,14.58865895,0.94038051,0.52743538,-9.52E-16,15.09067606,1.090638416,0.58386363,3.54E-15,19.7451952,0.591124805,0.287571729,10.02921863,9.644001612,37.17500616,0.610443167
Phyllocrania paradoxa,PP-02,1/1/22,6,Phyllocrania_paradoxa_MN011,Lego_cal__15_point.csv,Blue bottle fly,"IR, Spotlight",,manual,yes,40 - 110,,complete,Dead Leaf,1.145453098,1.574401572,0.867313812,1.715255042,1.481215694,1.471277736,1.441806287,121.2459968,120.077443,117.5203303,0.083953611,14.80294228,5.672416998,149.4731422,51.56933815,2175.032798,0.949255985,38.30588481,77.15487488,4986.449952,1.687993303,111.562178,135.8322504,-12342.75086,6556.392917,1.901525886,-181.2264003,86.39812204,1.877312379,-123.262944,104.3321191,0.033,0.011,0.022,0.045,0.046,0.044,0.046,0.032,0.034,0.039,22.32994116,7.129116763,126.0196076,1506.494969,764.0664242,7362.51046,-7336.038676,2175.032798,4986.449952,6913.34734,-12342.75086,0.439994066,1.20215683,1.339137258,124.2877968,0.03,1.054054054,0.047022652,0.210681342,-0.009937958,-0.095228514,5.31E-16,9.687655134,1.672121944,0.901598749,-5.28E-15,50.38372801,-0.472916557,0.026381021,8.05E-16,47.40423538,-0.614495108,0.138128092,14.89235913,8.543665776,54.74790406,0.531466634
Phyllocrania paradoxa,PP016,1/26/23,1,Phyllocrania_paradoxa_MN011,Lego_cal__15_point.csv,Blue bottle fly,"IR, Spotlight",,yes,yes,130-190,,complete,Dead Leaf,1.027451454,1.420789455,0.651870166,1.458834669,2.071423428,1.891605027,1.923379044,109.370741,106.7712081,104.2068194,0.393040262,24.87623112,17.97463567,118.7192329,85.92689868,3891.231894,1.565369582,62.46902148,117.8646163,10054.82036,2.139068966,192.7276618,80.96346345,-9141.12526,4177.873855,1.115456126,-100.2150382,82.25467346,1.990560751,-73.52990224,151.8854619,0.04,0.009,0.031,0.047,0.047,0.046,0.047,0.036,0.037,0.042,40.48346832,11.42729139,68.97404159,1799.574717,4231.617444,4177.873855,-734.1677717,3891.231894,10054.82036,5198.547577,-12193.10988,0.305957112,1.016221223,1.013589632,93.33276924,0.034,1.078947368,0.20903547,0.24280829,-0.179818401,-0.029786168,6.75E-16,16.63938988,1.457188807,0.872294618,-7.04E-16,23.42109925,0.347618162,0.164015764,1.36E-15,25.34101745,0.080366917,0.021340459,32.86702327,16.65430589,42.23514522,0.393067567
Phyllocrania paradoxa,PP016,1/26/23,2,Phyllocrania_paradoxa_MN011,Lego_cal__15_point.csv,Blue bottle fly,"IR, Spotlight",,yes,yes,170-235,,complete,Dead Leaf,0.979857451,1.491999099,0.640183736,1.353262238,1.917180736,1.820060821,1.434834551,128.029141,129.8680919,132.7369433,0.745333378,41.6421482,38.46040068,123.983163,102.9029008,3459.523645,1.816674665,67.76436417,113.4320023,7023.786735,1.799967285,118.4433045,104.9435752,-12610.82533,5492.388868,1.184698216,-132.5722368,63.88865141,2.02379086,-75.51607007,114.9498872,0.045,0.02,0.025,0.052,0.054,0.055,0.054,0.043,0.045,0.05,29.89442691,10.99824644,38.41974658,1845.768888,752.3407657,3201.550905,-276.9253045,3459.523645,7023.786735,5492.388868,-12610.82533,0.446028045,1.065132196,0.982400829,112.242989,0.041,1.133333333,0.088571661,0.743850105,-0.097119915,0.027074755,-2.04E-15,14.63051789,1.029304239,0.867522547,3.18E-15,29.41541742,0.541128677,0.309266199,-7.75E-16,34.38797873,0.208357074,0.055995691,17.84923963,11.61509069,28.64498981,0.359450004
Phyllocrania paradoxa,PP016,1/26/23,3,Phyllocrania_paradoxa_MN011,Lego_cal__15_point.csv,Blue bottle fly,"IR, Spotlight",,yes,yes,one-75,,complete,Dead Leaf,0.912119345,1.340198633,0.563270864,1.300980502,2.234548078,2.123804632,1.781888158,109.1720119,113.1884545,115.4875814,0.493159187,28.47125093,21.70092459,113.7990612,93.47890266,3249.002055,1.535089238,50.06317371,110.1341451,6879.270439,2.021598656,143.2353137,100.4242647,-9042.263135,4992.465572,1.043395974,-60.53549022,55.54892577,2.20223239,-61.53829507,123.7989096,0.055,0.024,0.031,0.056,0.054,0.058,0.054,0.049,0.048,0.053,32.05905319,10.76418091,41.67209686,1610.632583,465.9980895,4110.593738,-2208.436195,3249.002055,6879.270439,4992.465572,-9042.263135,0.482627317,1.120452354,1.301785169,111.9773372,0.047,1.058823529,0.069922749,0.571404563,-0.110743446,-0.49168948,-1.30E-15,12.98749603,1.105177329,0.890110274,-3.16E-16,21.20762133,0.690939456,0.542820625,-2.01E-15,26.9494578,0.409586912,0.26175116,18.85148692,9.04950946,35.69140862,0.453868582
Phyllocrania paradoxa,PP016,1/26/23,4,Phyllocrania_paradoxa_MN011,Lego_cal__15_point.csv,Blue bottle fly,"IR, Spotlight",back raptorial not open during the strike,yes,yes,90-150,,complete,Dead Leaf,1.02987951,1.426575458,0.591623937,1.593351365,1.822708362,1.650927277,1.365206701,122.3907582,120.5182464,124.4789192,0.518150891,24.51547101,27.19752848,131.75953,108.3777003,5880.966841,1.830774794,78.99992041,141.0503622,9322.439598,2.031782741,141.8445185,94.92672418,-6412.589257,5843.883177,1.130109452,-107.0747991,80.03606562,2.032102714,-74.54043775,157.3264148,0.03,0.012,0.018,0.036,0.039,0.039,0.039,0.026,0.027,0.033,29.5455532,13.54013262,61.33085131,2812.884225,2846.073642,6940.430676,-2528.727464,5880.966841,9322.439598,5843.883177,-6412.589257,0.449099026,1.287318918,1.302684257,68.68633331,0.053,2.142857143,0.264578433,0.569052161,-0.171781086,0.013021616,-3.77E-16,8.167281013,1.358844879,0.980304738,-6.32E-15,27.73041256,-0.03739418,0.003259059,-9.27E-16,27.41622932,-0.07653842,0.025717092,32.47836543,11.3425403,39.36694015,0.265392994
Phyllocrania paradoxa,PP016,1/26/23,5,Phyllocrania_paradoxa_MN011,Lego_cal__15_point.csv,Blue bottle fly,"IR, Spotlight",,yes,yes,60-120,,complete,Dead Leaf,1.059396613,1.551712853,0.706336889,1.385942596,1.074981602,1.097487887,1.032153598,125.6106851,134.7008606,133.7912553,0.177585404,29.93189692,15.03019232,144.2412674,112.8440198,5165.214791,1.864774628,83.15062946,128.7447767,8249.396144,1.974482017,138.7883236,125.3733947,-13449.8721,8132.050265,1.789394133,-204.2367705,91.60880026,2.264864541,-130.2161914,133.1686073,0.022,0.013,0.009,0.038,0.034,0.039,0.034,0.026,0.023,0.028,27.89469244,12.3188564,50.99140234,4858.172359,1846.154673,8132.050265,-10966.21985,5165.214791,8249.396144,16802.62424,-13449.8721,0.406222911,1.49305712,1.757764333,121.2352054,0.026,0.757575758,0.025102211,0.541075224,0.022506285,0.112414316,2.52E-15,19.7116893,1.110759231,0.841966508,-1.42E-15,43.17305782,0.192255643,0.032201136,9.81E-17,43.14000693,-0.162432227,0.033682354,9.476789119,7.168478132,19.16766628,0.583260282
Phyllocrania paradoxa,PP013,1/30/23,1,Phyllocrania_paradoxa_MN011,Lego_cal__15_point.csv,Blue bottle fly,"IR, Spotlight",fly was on platform when strike happened,cant find 1-30 folder???,,,,,Dead Leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyllocrania paradoxa,PP013,1/30/23,2,Phyllocrania_paradoxa_MN011,Lego_cal__15_point.csv,Blue bottle fly,"IR, Spotlight",,cant find 1-30 folder???,,,,,Dead Leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyllocrania paradoxa,PP018,2/9/23,1,Phyllocrania_paradoxa_MN011,Lego_cal__15_point.csv,Blue bottle fly,"IR, Spotlight",,yes,yes,110-145,,complete,Dead Leaf,0.916411476,1.5584146,0.755811123,1.412718887,1.794606774,1.768608093,1.69162653,85.02549841,84.32468387,83.99992905,0.296154278,68.79644115,16.57036387,153.6884811,76.66885912,3885.661712,1.111629774,52.60696639,107.2692377,8561.971454,1.723612989,161.4559001,123.1319595,-13064.63335,12075.66556,1.720321722,-158.8286828,139.3502928,2.238750644,-92.2916159,162.4199703,0.021,0.013,0.008,0.027,0.026,0.028,0.026,0.017,0.018,0.02,27.17333751,10.09197688,89.07524176,3885.661712,1535.891357,12075.66556,-2767.235471,3885.661712,8561.971454,6350.142471,-13064.63335,0.460865174,1.319653711,1.147974575,112.3036373,0.017,1.3125,0.065295651,0.41438008,-0.025998681,-0.281220918,3.07E-16,11.6839647,1.455383341,0.924968049,-6.48E-16,33.54099767,0.692710193,0.253112051,1.44E-15,37.13274141,0.264624779,0.084586052,16.9226159,13.31662203,30.5796981,0.41087243
Phyllocrania paradoxa,PP018,2/9/23,2,Phyllocrania_paradoxa_MN011,Lego_cal__15_point.csv,Blue bottle fly,"IR, Spotlight",fly on platform,yes,yes,175-215,,complete,Dead Leaf,1.131239222,1.542275131,0.640284222,1.345881979,1.715423832,1.780765548,1.589854762,93.13046409,89.89419961,86.32698942,0.371438109,24.56108006,20.91179864,117.5939798,55.98984175,2840.003168,1.010609487,51.69293328,70.21619644,5352.627039,1.513271813,122.7679024,99.57070248,-8726.294173,6175.614647,1.08350871,-83.19757045,60.36724196,1.649968363,-41.32669413,124.9860051,0.024,0.011,0.013,0.047,0.044,0.034,0.044,0.021,0.02,0.024,21.61449117,6.090647496,64.0801593,2698.823192,2143.544037,6398.772165,216.1619601,2840.003168,5352.627039,6175.614647,-8726.294173,0.387777611,1.224356054,0.952439185,90.69239838,0.02,1.181818182,0.194213089,0.388681969,0.065341717,-0.094170177,4.24E-16,11.98698837,1.544697683,0.840277848,-2.18E-15,28.03845643,0.384858541,0.056325764,-2.47E-15,28.86100294,-0.011614295,0.000145665,15.09247117,15.59226001,32.14623322,0.335078957
