Species,Mantis,date,Trial,Phylo,calibration,Food,lights,Notes,Machine Learning,Digitized,Frames to Extract (if necessary),Extracted,R notes,Ecomorph,Coxa_length,Femur_Length,Tibia_length,Body_length,PP_dist_cm_st,PP_dist_cm_at,PP_dist_cm_ttpc,PP_angle_st,PP_angle_at,PP_angle_ttpc,BD_dist_cm,BD_veloc_cm/s,Percent_lunge,Percent Arm,Coxa_angle,Coxa_AV,Coxa_dist,Coxa_LV,Femur_angle,Femur_AV,Femur_dist,Femur_LV,Tibia_angle,Tibia_AV_min,TIB_AV_max,Tibia_dist,Tibia_LV_min,Tibia_LV_max,Tibia_expansion,Tibia_expansion_velocity_min,Tibia_expansion_velocity_max,TTPC Approach,TTPC Sweep,Approach Time,TTP_COA,TTP_COD,TTP_FEA,TTP_FED,TTP_TIBA,TTP_TIBD,TTP_TIBE,AT_COA,AT_FEA,AT_TIBA,AT_MxCOAV,AT_MxFEAV,AT_MxTIBAV,AT_MnTIBAV,ST_MxCOAV,ST_MxFEAV,ST_MxTIBAV,ST_Mn_TIBAV,CF_lateral_disp,FT_lateral_disp,tib_lateral_disp,B_Tibia_angle,TTP_B.TIBA,TIB SYNC,BD_app,BD_Swp,PPD_m_app,PPD_m_swp,IJC.cf.mn,IJC.cf.sd,IJC.cf.sl,IJC.cf.R2,IJC.ct.mn,IJC.ct.sd,IJC.ct.sl,IJC.ct.R2,IJC.ft.mn,IJC.ft.sd,IJC.ft.sl,IJC.ft.R2,Coxa start,Femur start,Tib start,Max. Volume
Hymenopus coronatus,HC04,9/9/22,1,Hymenopus_coronatus_MN010,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",,manual,yes,125 - 170,,complete,Flower,1.253924723,1.72719758,0.971611643,0.72257246,3.407273172,3.619020706,3.718248037,134.7858504,129.9141659,126.9491389,0.327710852,44.67266022,9.599549018,126.5271736,65.70400973,3639.484857,0.893351299,40.46064413,128.5342969,9136.730175,2.800378396,244.1090299,118.1258141,-12571.78577,9203.651242,2.231340751,-223.4732639,144.6481641,3.556768917,-247.6262279,238.7367266,0.031,0.014,0.017,0.037,0.034,0.034,0.034,0.028,0.025,0.027,29.86183397,8.245646077,41.2612986,3639.484857,3793.602189,6638.911885,-728.3936369,2383.507143,9136.730175,9203.651242,-12571.78577,0.521029626,1.460141933,2.033616769,131.2729784,0.028,1.05,NA,0.385145467,0.211747534,-1.196348068,1.65E-16,17.93178143,2.258817283,0.88197685,-2.13E-15,30.11678134,1.351324963,0.486692555,-2.01E-15,32.18424616,0.518053064,0.413798218,80.66303372,24.74026058,28.84795296,0.991826812
Hymenopus coronatus,HC04,9/9/22,2,Hymenopus_coronatus_MN010,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",,manual,yes,105 - 145,,complete,Flower,1.453911867,1.716780332,0.935907534,0.683575171,3.483662179,3.338442687,3.307423056,114.2174899,120.3049546,124.235226,0.51812997,68.90872535,15.01881574,116.9838164,47.35419778,7486.273504,0.761744734,63.38785367,135.7854912,11235.95716,3.094615975,256.0421824,117.5506514,-17257.68583,14681.18197,1.917660478,-292.0336495,132.4837193,3.318293481,-366.4413816,275.2297901,0.018,0.012,0.006,0.023,0.025,0.021,0.025,0.013,0.017,0.019,17.00705732,12.37096381,43.00790995,4241.655338,5392.994869,6467.974648,464.3215072,7486.273504,11235.95716,14681.18197,-17257.68583,0.432068025,1.506710884,1.736469007,109.1758668,0.013,1,0.237880605,0.304095035,-0.145219492,-0.37413046,5.00E-16,15.00539424,3.679488313,0.919107822,-1.61E-16,27.76846501,1.884377099,0.465293652,-2.68E-16,27.60268512,0.494326796,0.471659071,94.29842961,12.34762435,45.44890359,1.117918168
Hymenopus coronatus,HC04,9/9/22,3,Hymenopus_coronatus_MN010,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",fly was a bit below the mantis,manual,yes,60 - 110,,complete,Flower,1.568938152,1.581221696,0.911765553,0.7527369,2.187912498,1.96070708,1.757019832,146.4267151,149.2399288,149.7950896,0.684977739,69.50028421,31.26690539,126.7454477,38.13219541,4668.822804,0.840295583,60.35695281,104.8975068,5999.006071,2.569419981,182.6418052,149.4189718,-17847.75745,18630.16607,1.999489386,-170.2402103,190.5837568,2.350226219,-35.98349795,132.2366013,0.022,0.012,0.01,0.031,0.027,0.032,0.027,0.018,0.015,0.026,31.72475498,9.617376029,108.7286488,4668.822804,1880.702821,18630.16607,1747.691069,2554.50624,5999.006071,7589.653473,-17847.75745,0.460275032,1.376533438,2.086129722,146.470334,0.017,1.058823529,NA,0.408380377,-0.227205417,0.442063357,-3.28E-15,26.51264442,2.929344607,0.568263389,1.92E-15,42.59704537,1.563728583,0.12686483,3.24E-15,44.24981236,-0.271606607,0.057795019,97.35330771,10.68996289,19.81212733,0.689657667
Hymenopus coronatus,HC04,9/9/22,4,Hymenopus_coronatus_MN010,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",,manual,yes,80  - 125,,complete,Flower,1.511970743,1.807981889,0.931924795,0.939193719,3.776149904,3.73017759,3.587564825,128.0739168,129.4860859,134.1242723,0.365415127,31.93047991,9.630730617,101.6589627,42.27576897,3767.919398,0.588484522,35.43762519,127.2439412,11403.73051,2.783857043,278.1518892,101.1496642,-10487.30215,10509.23973,1.561907083,-206.640253,128.5556455,3.149836157,-220.7299451,289.3263776,0.022,0.014,0.008,0.022,0.021,0.024,0.021,0.017,0.016,0.018,12.18539498,9.108810877,35.69410759,3767.919398,3667.480165,7773.604483,101.235535,3555.126174,11403.73051,10509.23973,-10487.30215,0.314744881,1.460964213,2.016200481,97.88531527,0.016,1.0625,NA,0.502500772,-0.045972314,-1.123794074,2.55E-16,8.422264748,3.452606629,0.969970868,-7.36E-16,36.66303064,0.236296224,0.007921047,-3.40E-15,36.73302752,0.048667072,0.004129286,106.6328572,12.87447445,23.51312266,1.061860421
Hymenopus coronatus,HC014,9/9/22,1,Hymenopus_coronatus_MN010,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",grabbed fly wing not fly,manual,yes,55 - 100,,complete,Flower,1.11960837,1.676848399,0.983676768,0.752853474,2.422170827,2.453441538,2.600667851,124.6527203,122.1112204,125.5176278,0.270661722,36.37774824,11.0549337,131.0929243,83.7181026,5187.46298,0.985470607,67.37796559,113.5878206,8701.276682,2.105050012,161.7124545,139.0825204,-15902.25535,10327.19969,1.934273599,-231.673115,175.7068365,2.826074934,-225.8612508,182.4786422,0.022,0.01,0.012,0.025,0.025,0.028,0.025,0.019,0.018,0.022,48.50008613,6.823665411,91.87541988,5187.46298,3602.644432,10327.19969,-3640.265606,4347.711414,8701.276682,9346.044397,-15902.25535,0.544142333,1.35342456,1.791186251,137.7939203,0.018,1,0.129609164,0.322039588,0.031270712,-0.280224564,-2.44E-15,20.5046051,1.436732307,0.803585713,-2.93E-15,44.64992064,0.658634247,0.153492835,-2.31E-15,48.43730228,0.064608494,0.003794008,38.2915764,14.97080281,25.35663391,0.789692015
Hymenopus coronatus,HC014,9/9/22,2,Hymenopus_coronatus_MN010,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",,manual,yes,115 - 165,,complete,Flower,1.245393988,1.692412606,0.889889241,0.705489481,3.307413841,3.534578975,3.540477901,118.8488902,108.8555857,112.3810006,0.898853668,72.76170338,26.84354284,115.9378399,64.20852098,4641.887969,1.054900289,54.65561959,127.6310785,10728.45836,2.568811482,241.0561732,131.174039,-15111.05519,12335.79636,2.15850408,-191.867617,154.1586661,3.417110753,-173.5837574,257.6107357,0.03,0.013,0.017,0.032,0.031,0.032,0.031,0.024,0.024,0.027,35.23563706,11.0880299,62.91997797,4641.887969,4160.384206,10231.29816,-571.2892979,3771.983875,10728.45836,12335.79636,-15111.05519,0.581366437,1.33944417,1.615407314,148.940589,0.024,1.157894737,0.344842175,0.862253842,0.227165134,-0.99824156,7.84E-16,26.11693136,2.129897342,0.74392919,1.57E-15,37.84584427,1.006497855,0.236028708,-4.04E-15,39.63793681,0.337634397,0.161963903,84.00544621,22.49982302,31.12911068,0.804451199
Hymenopus coronatus,HC014,9/9/22,3,Hymenopus_coronatus_MN010,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",,manual,yes,150 - 210,,complete,Flower,1.446450926,1.683702373,0.997314637,0.81076423,2.026249668,1.942362526,1.793946733,128.7210169,126.502772,127.8993862,0.314442742,45.04310579,15.20205388,136.8577713,39.52548654,4246.865567,0.594078887,65.98051782,2.216450859,8846.93956,2.304307507,205.9629197,85.64481308,-10129.19967,9187.278903,1.228241126,-160.6596968,118.3504545,2.443856034,-108.8171224,221.4799685,0.017,0.008,0.009,0.028,0.021,0.002,0.021,0.017,0.012,0.018,21.33998865,10.81868057,32.09082222,4246.865567,3279.198997,5989.397211,190.9417901,3069.923706,8846.93956,9187.278903,-10129.19967,0.357954695,1.140707182,1.328528411,90.03074122,0.017,1.285714286,0.219005123,0.119612055,-0.083887142,0.649041093,-4.58E-17,17.21333307,2.843098686,0.826017216,-1.21E-15,17.78734701,1.670299598,0.605460483,2.97E-16,22.94151104,0.402285622,0.343685209,92.25419543,11.49362584,26.8913709,0.718014389
Hymenopus coronatus,HC014,9/9/22,4,Hymenopus_coronatus_MN010,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",,manual,yes,130 - 175,,complete,Flower,1.352862662,1.711951888,1.000660054,0.782811785,1.98648799,1.828006471,1.845156297,117.7331922,122.8149784,123.4827107,0.288057454,37.04376483,14.76936074,134.3894187,33.30434625,3031.258286,0.41381232,54.80449991,100.9836554,9244.054536,1.93996231,170.2133502,78.4398652,-12986.31398,6995.78186,1.306324748,-214.5062292,138.0494812,1.989696586,-99.5507576,217.3330079,0.019,0.007,0.012,0.024,0.024,0.028,0.024,0.018,0.011,0.014,18.72936089,9.115465794,49.2729138,3001.788558,2199.466193,6995.78186,-2022.086441,3031.258286,9244.054536,6687.155504,-12986.31398,0.422300235,1.345535315,1.175708413,91.04220974,0.018,1.066666667,0.171458774,0.095128174,-0.158481519,0.341727535,8.08E-16,16.72701087,3.018526592,0.817080795,2.68E-16,23.24008993,0.839478411,0.151806616,7.97E-16,25.03032465,0.081860728,0.016097108,105.8444826,12.98855346,30.43814948,0.856198415
Hymenopus coronatus,HC04,9/11/22,5,Hymenopus_coronatus_MN010,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on","fly was a  close to the mantis, not a full strike",yes,yes,150 - 190,,complete,Flower,1.070000441,1.647728616,1.006308504,0.787033472,1.539806163,1.560636385,1.669681244,119.3463286,116.8039309,109.3886841,0.09526573,10.59909938,6.178207031,167.2926192,35.215746,2634.321989,0.454235596,32.78868993,83.98254516,7801.346049,1.772423728,163.9594081,94.29451996,-13694.29505,8736.991774,1.702993203,-203.6378092,157.3785954,1.968705832,-110.5273478,182.4810538,0.02,0.008,0.012,0.025,0.026,0.027,0.026,0.018,0.018,0.02,26.88442,8.000652843,57.15342022,2634.321989,2103.385522,7537.972074,-4062.929254,1125.191389,7801.346049,8736.991774,-13694.29505,0.478651622,1.225594148,1.368607877,90.92385803,0.016,0.941176471,0.018929805,0.148488155,0.020830222,0.396304287,2.49E-16,19.34026059,2.592941227,0.676231301,-2.41E-15,29.85746695,0.746811707,0.067770234,2.85E-15,30.61940761,-0.127318553,0.019583496,74.18223915,14.56829089,28.31588292,0.935972104
Hymenopus coronatus,HC04,9/11/22,6,Hymenopus_coronatus_MN010,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",,yes,yes,120-155,,complete,Flower,1.158974995,1.706936393,1.149228379,0.8644444,2.619249688,2.613096946,2.250856439,101.625528,101.2295721,85.11623793,0.104262715,28.72251037,3.969980556,131.7585991,21.14987724,3509.716955,0.487347821,52.63344926,100.6591825,7597.280808,2.233198372,186.1591001,124.8770232,-17102.64694,10997.83462,2.311215864,-296.9532565,195.1713719,2.680393623,-213.6087856,262.8499608,0.026,0.019,0.007,0.022,0.025,0.024,0.025,0.015,0.015,0.017,19.39183052,8.150402707,62.98111139,3509.716955,4443.90248,7464.21723,1192.895037,1466.488871,7597.280808,10997.83462,-17102.64694,0.513426607,1.311733242,1.71259492,112.5161151,0.014,1.214285714,-0.000296455,0.232945097,-0.006152742,-0.734644231,-2.93E-15,29.17795085,4.315738905,0.48934534,1.20E-15,40.53832061,1.55941175,0.060869989,2.66E-15,41.25358892,-0.169699702,0.027437128,91.59412914,17.53173628,33.81095544,1.120452018
Hymenopus coronatus,HC04,9/11/22,7,Hymenopus_coronatus_MN010,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",,yes,yes,190 - 225,,complete,Flower,1.227409283,1.663176977,1.01399082,0.746225855,2.567435795,2.550137899,2.576477144,126.1441834,127.3416825,129.8095366,0.122745449,22.78037125,4.784755502,134.7533807,51.63497262,3558.347299,0.771247009,49.56684339,112.1210265,8926.371102,2.285231482,215.391354,101.428014,-9440.802708,9113.29539,1.967363174,-185.2852994,170.1370497,2.847420101,-153.3811529,259.2453354,0.017,0.009,0.008,0.024,0.026,0.024,0.026,0.016,0.017,0.019,12.46080914,9.181856458,44.43592242,1636.978436,3486.204127,8436.867205,-1143.113672,3558.347299,8926.371102,9113.29539,-9440.802708,0.479093298,1.21206608,1.170925619,127.4040839,0.016,0.9375,0.058224071,0.320933632,-0.017297896,-0.538104593,2.44E-16,8.495797591,2.402453574,0.964404694,-2.21E-15,33.15494963,0.459359407,0.061067183,-9.86E-16,32.09457095,0.2633986,0.120165632,97.57633853,22.07946864,26.05972457,0.745222121
Hymenopus coronatus,HC04,9/14/22,8,Hymenopus_coronatus_MN010,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",,,,cant find,,,Flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenopus coronatus,HC014,9/22/22,5,Hymenopus_coronatus_MN010,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",,yes,yes,130 - 165,,complete,Flower,1.353118702,1.840111951,1.247849885,1.108436018,2.238861401,2.238861401,2.130000991,127.1474593,127.1474593,125.6301139,0.38280895,34.9923053,16.29215506,154.1384155,33.72968748,3459.187616,0.585110165,41.0927228,139.7202413,9785.204752,2.662654118,249.4264532,102.9864159,-11930.50132,8870.095275,2.173272114,-247.1431525,177.9323248,2.89186451,-196.114085,285.4619471,0.009,0.009,0,0.015,0.022,0.017,0.022,0.008,0.015,0.017,1.258006758,10.81045341,46.76382475,607.1024784,4457.346509,7877.895569,-2434.042302,3459.187616,9785.204752,8870.095275,-11930.50132,0.3526897,1.600944737,1.563927586,113.3908159,0.01,0.882352941,0,0.369834473,0,0.485244164,3.64E-16,12.15751552,4.209414542,0.953890738,1.11E-15,32.06489998,0.623013136,0.061162046,-2.26E-17,32.48710119,0.111324843,0.036275762,106.1763675,18.1135926,62.9541989,1.000487962
Hymenopus coronatus,HC08,9/22/22,1,Hymenopus_coronatus_MN010,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",no strike in video?,,,,,,Flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenopus coronatus,HC08,9/22/22,2,Hymenopus_coronatus_MN010,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",,yes,yes,80 - 130,,complete,Flower,1.382073849,1.760724192,1.061765282,1.02898735,4.056156713,3.707070127,1.863694324,152.8654404,153.5597057,108.8919712,1.17525151,45.52802448,28.56039783,78.0840099,79.58189006,3488.506815,0.923350893,66.29412686,122.9058775,8683.490127,2.342233342,140.1311286,130.3837787,-10250.43011,8779.693284,2.409971337,-174.23574,193.9231082,2.365454694,-141.466849,146.6834528,0.039,0.027,0.012,0.03,0.028,0.033,0.028,0.022,0.021,0.028,34.25000994,9.692137958,80.30347775,3352.39782,2870.23311,8779.693284,-395.0020715,3488.506815,8683.490127,6798.617056,-10250.43011,0.555511923,1.700512421,1.896804897,110.1319265,0.026,0.916666667,0.179194544,1.039462177,-0.349086586,-2.066808795,2.03E-16,16.93778441,1.771006226,0.871461126,1.08E-15,43.80308347,0.441655789,0.05930533,6.45E-15,45.0406448,-0.07024773,0.005399861,70.60339021,1.579025817,19.34598565,1.004935995
Hymenopus coronatus,HC08,9/22/22,3,Hymenopus_coronatus_MN010,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",,yes,yes,170-210,,complete,Flower,1.302434582,1.610726239,1.049454025,0.785528232,3.412670591,3.4076858,3.230001325,134.262605,134.1795788,116.0497999,0.322531741,30.79182415,9.452626242,111.1194909,33.91188906,2668.824,0.606404223,47.63724733,139.0564427,10179.597,2.526407101,207.3530129,104.9829463,-11844.48751,7830.284296,1.893084275,-224.5351293,150.5613025,3.01378631,-218.0715968,262.784702,0.021,0.016,0.005,0.021,0.022,0.024,0.022,0.017,0.016,0.018,9.975314958,11.3039812,37.59337816,2668.824,3860.521199,6928.397918,580.9736085,2668.824,10179.597,7830.284296,-11844.48751,0.416789405,1.364906468,1.472578689,98.94450608,0.017,1.058823529,0.018679548,0.666423671,-0.004984791,-1.189615504,-5.52E-16,21.23379222,4.554241984,0.822840789,-7.42E-16,34.67984656,0.962302102,0.07213227,-9.77E-16,35.99448248,-0.015174484,0.000452117,112.4005393,16.38195535,26.20128034,0.886533022
Hymenopus coronatus,HC08,9/22/22,4,Hymenopus_coronatus_MN010,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",,yes,yes,225 - 270,,complete,Flower,1.120259362,1.568887649,1.050322212,0.85518194,1.7318341,1.77739564,2.027229585,127.4735366,119.473513,92.14593895,0.477464953,36.02698179,27.3839325,179.3259273,79.83956567,4907.069826,1.199457226,65.30705689,129.5384134,9166.48371,2.259564436,169.6655942,122.8296299,-13808.12406,11306.10262,2.009498137,-231.2395267,166.2356093,2.521048796,-182.5632308,185.8349964,0.025,0.016,0.009,0.026,0.027,0.029,0.027,0.019,0.019,0.022,39.786283,12.3413378,77.45012035,4907.069826,2587.024639,11306.10262,-1045.85988,3912.137035,9166.48371,6805.335302,-13808.12406,0.972974237,1.649087621,2.165295901,130.9114611,0.018,1.157894737,0.032239755,0.531404077,0.04556154,0.047345684,5.74E-17,19.94325211,1.644165333,0.83778524,9.78E-16,43.00808367,0.179608359,0.013079121,-8.30E-16,42.34466648,-0.181911418,0.043291603,43.09967872,11.04895436,31.47394155,1.142418657
Hymenopus coronatus,HC08,9/30/22,5,Hymenopus_coronatus_MN010,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",great video of course correction,yes,yes,160 - 210,,complete,Flower,1.161405356,1.726556868,0.936945679,1.412511292,2.785049717,2.841052496,2.723247331,154.6085315,149.6102612,134.8665575,0.449984151,29.74747557,16.21965907,102.0489696,38.10691558,3474.96832,0.467971917,53.32943599,94.76193525,6497.924123,1.862240129,143.9439892,160.7943698,-21436.78683,8694.916777,2.018994912,-305.6479822,132.0760291,2.285602789,-247.1342711,145.7694885,0.028,0.017,0.011,0.029,0.012,0.031,0.012,0.021,0.021,0.025,28.67971196,9.082887756,110.1549196,3474.96832,1053.994428,8694.916777,-5843.052916,1237.782932,6497.924123,7344.258507,-21436.78683,0.60735276,1.473186795,1.996943222,126.2362588,0.023,0.888888889,0.087017188,0.423462924,0.056002779,-0.674283295,2.77E-15,23.07322229,2.290721775,0.613028061,7.87E-15,52.19096644,1.588520708,0.129595236,4.25E-16,55.63202143,-0.158446225,0.011036501,63.7625519,4.500966612,40.0713799,0.764075774
Hymenopus coronatus,HC08,9/30/22,6,Hymenopus_coronatus_MN010,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",really good strike,manual,yes,50-95,,complete,Flower,1.145897625,1.611711357,1.004737756,0.935205302,2.832035542,2.78707676,2.705538605,146.2245539,149.8718319,140.3474482,0.609705242,42.40907917,21.55604392,114.6025829,59.12689975,3495.534287,0.727998985,51.88566053,124.3954661,9636.703864,2.269885885,199.1986312,118.1524742,-13621.65503,8755.160009,1.883125383,-192.3266686,137.8437354,2.689978536,-193.6451703,218.572537,0.022,0.012,0.01,0.026,0.025,0.026,0.025,0.017,0.017,0.02,26.22429689,8.451897792,69.34168814,3495.534287,3429.38815,7908.972956,-2236.419684,2994.996242,9636.703864,8755.160009,-13621.65503,0.47799874,1.388446649,1.541740895,106.0487394,0.019,0.904761905,0.194909549,0.498114743,-0.044958782,-0.634478517,-6.66E-16,17.4533887,2.139451671,0.875714943,-3.89E-16,34.90895687,0.847458246,0.216516554,2.76E-15,38.31070113,0.189156536,0.056381859,86.50434765,14.57519456,30.62856692,0.809557503
Hymenopus coronatus,HC016 ,9/30/22,1,Hymenopus_coronatus_MN010,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",,manual,yes,15-55,,complete,Flower,1.282897097,1.7774459,1.054646483,0.674280271,2.43817273,2.435845208,2.474048016,139.7510636,147.1712751,141.1576931,0.471571633,58.42719555,19.22285234,136.7356565,47.78114862,4094.234118,0.554907719,61.64830793,7.775926288,8656.790318,2.601576837,168.4043264,133.9746499,-10470.86653,11168.29486,2.107659397,-211.7637626,163.5733621,3.139413715,-189.9618114,208.0110846,0.02,0.012,0.008,0.028,0.024,0.004,0.024,0.018,0.019,0.021,17.95421379,8.278405241,52.76900129,3065.830327,1998.928421,6672.057629,-142.722895,4094.234118,8656.790318,11168.29486,-10470.86653,0.700490427,1.654184903,1.892703036,125.3444432,0.021,1.176470588,0.172413208,0.323708104,-0.002327522,0.138537935,-9.52E-16,14.33726917,2.710309611,0.889815003,1.71E-15,35.18672965,1.721032192,0.350910882,-1.19E-15,36.04213535,0.571077515,0.318967957,92.38507735,6.497588446,32.29372849,1.208165406
Hymenopus coronatus,HC016 ,9/30/22,2,Hymenopus_coronatus_MN010,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",,manual,yes,70-115,,complete,Flower,1.293403502,1.737837766,1.004368313,0.821598634,3.383861024,3.356971491,3.453616429,137.8670881,137.5344059,131.6701135,0.382529247,61.27776656,11.27460433,121.1560737,54.83869193,4572.39176,0.790319888,48.64758353,121.9236511,9352.59045,2.700426906,215.6923379,123.4028566,-7155.248511,10225.66814,2.141583353,-183.1700007,184.446701,3.394175007,-213.6485975,254.3168862,0.023,0.013,0.01,0.038,0.027,0.026,0.027,0.019,0.022,0.024,18.4702441,9.266386675,55.42872981,3636.471481,4835.856612,9185.032678,-647.4690389,4572.39176,9352.59045,10225.66814,-7155.248511,0.442101909,1.310242361,1.711219247,132.8713652,0.019,1.058823529,0.207336943,0.441975705,-0.026889533,-1.481051241,-1.90E-15,11.2697435,2.502144526,0.94528635,2.52E-15,32.32470697,1.294054053,0.359673319,5.13E-16,34.46345853,0.437381857,0.272136197,87.73463727,15.68717125,27.48894759,0.951187221
Hymenopus coronatus,HC016,9/30/22,3,Hymenopus_coronatus_MN010,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",grabbed wire,yes,yes,45 - 85,,complete,Flower,1.408015097,1.677864717,1.20319047,0.825497301,2.383481966,2.446577485,2.61192959,144.7779736,151.5018619,150.3420412,0.33342996,21.5545743,13.96850147,159.7864834,41.95774571,2691.275561,0.756175608,55.21441467,118.4096049,8508.968377,2.566846847,197.3225173,132.659472,-14097.88277,10311.43945,2.371626372,-313.9358978,196.9813159,2.953231318,-311.0422569,237.3675669,0.022,0.012,0.01,0.028,0.027,0.028,0.027,0.018,0.02,0.023,21.83704642,8.732265489,73.60686847,2691.275561,3151.599948,9739.601566,-2215.798136,1792.27535,8508.968377,10311.43945,-14097.88277,0.630391837,1.605330501,2.335537552,129.7056652,0.019,1.052631579,0.089905153,0.415520945,0.063095519,0.240192583,6.40E-16,18.13997544,3.15778683,0.85280179,-8.49E-16,45.86003193,0.495910252,0.021866976,-1.15E-15,46.36981603,-0.000290326,8.76E-08,96.20279829,12.33895986,24.57701224,1.461531101
Hymenopus coronatus,HC016,9/30/22,4,Hymenopus_coronatus_MN010,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",,yes,yes,105 - 140,,complete,Flower,1.468844162,1.76209589,1.218802962,0.851284474,2.855327346,2.858026739,2.83492336,146.4215072,142.3775681,130.108595,0.311070714,23.19361109,10.90720056,134.7552066,41.6347667,3219.498203,0.621356464,60.38822536,139.6441048,10263.33709,2.762216887,214.132818,105.5875974,-10736.77899,9822.920894,2.05508705,-229.093815,187.0025307,3.014645287,-235.6293635,251.9311243,0.02,0.013,0.007,0.024,0.024,0.025,0.024,0.017,0.018,0.02,16.88083681,9.01017303,31.1766553,3219.498203,3947.343058,6195.188795,-510.6511464,2330.836529,10263.33709,9822.920894,-10736.77899,0.490794205,1.627166213,1.825031585,121.3651676,0.02,0.941176471,0.058514414,0.473320385,0.002699393,-0.62740642,-8.38E-16,14.87782459,4.170293418,0.926415384,1.48E-15,35.54590703,0.902017802,0.093533492,4.44E-16,36.62931075,0.131706398,0.037435026,105.3276987,4.591195758,17.27071575,1.380917697
Hymenopus coronatus,HC016,9/30/22,5,Hymenopus_coronatus_MN010,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",,yes,yes,115 - 155,,complete,Flower,1.291581881,1.641573876,1.1889646,0.767914128,2.183136835,2.155199723,2.341637507,134.760553,131.5802333,117.7269661,0.233236635,19.19689483,10.6677906,119.802985,38.3277662,4042.039739,0.708336673,63.11373033,95.16514282,8162.12591,1.974044225,168.8856413,108.6631143,-12209.47408,9445.641718,2.034945002,-232.8714561,157.7028687,1.730352826,-140.7891267,147.5671267,0.028,0.012,0.016,0.026,0.028,0.031,0.028,0.019,0.016,0.022,34.29304037,7.501697235,98.25993908,4042.039739,2776.583711,9445.641718,-2238.557612,1672.903238,8162.12591,8162.681841,-12209.47408,0.489011664,1.397865611,1.867638807,115.072606,0.021,0.791666667,0.073482453,0.284355548,-0.027937113,0.066271432,-1.85E-15,29.82506502,1.808060681,0.405241577,-2.80E-15,33.81909427,0.825638824,0.09950559,-1.02E-15,32.50432655,-0.377896308,0.168160725,83.61841503,13.91087557,24.81557905,1.18727463
Hymenopus coronatus,HC017,10/5/22,1,Hymenopus_coronatus_MN010,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",,yes,yes,180 - 220,,complete,Flower,1.36466628,1.672814733,1.12325614,0.990366966,2.948438947,2.919347906,2.807524283,159.6904196,155.2286986,146.4704822,0.316841095,29.2691455,10.74486935,130.2863381,28.75289876,2963.710304,0.658551731,50.70098702,143.6053368,11911.66091,2.61659183,226.2225016,128.4324689,-18206.46132,9154.156721,2.270609311,-339.9991371,162.9556861,3.11510893,-331.619001,275.0193978,0.02,0.011,0.009,0.024,0.024,0.026,0.024,0.019,0.018,0.02,4.085972923,13.19737231,55.39912229,1973.05919,4646.813754,7856.688532,-2142.471579,2963.710304,11911.66091,9154.156721,-18206.46132,0.387914089,1.421514731,1.766327211,117.8381079,0.019,1,0.106212037,0.456072093,-0.029091042,-0.296735893,-2.57E-16,9.747646279,5.605717218,0.969520685,-3.53E-16,44.36161273,0.110363961,0.000594936,-1.04E-15,44.36485074,-0.016841455,0.000449035,125.7650684,10.80263023,23.63994754,0.956652055
